claim_id,Month,Make,Fault,PoliceReportFiled,WitnessPresent,Risk_Score,Risk_Level
2388,Mar,Ford,Policy Holder,No,No,0.8120462361155611,High
2389,Mar,Toyota,Policy Holder,No,No,0.7214197028719059,High
2390,Jul,Toyota,Policy Holder,No,No,0.7062346397971941,High
2391,Jul,Dodge,Policy Holder,No,No,0.32455716869852774,Medium
2392,Jul,Pontiac,Third Party,No,No,0.0013860407221395934,Low
2393,Mar,Honda,Third Party,No,No,0.0860103446456728,Low
2394,Jun,Honda,Policy Holder,No,No,0.1523659129228836,Low
2395,Jun,Honda,Policy Holder,No,No,0.08232899587479484,Low
2396,Jun,Mazda,Policy Holder,No,No,0.10246474068010276,Low
2397,May,Pontiac,Policy Holder,No,No,0.5939102590531763,Medium
2398,May,Toyota,Policy Holder,No,No,0.8599366518627738,High
2399,Apr,Mazda,Policy Holder,No,No,0.05050705850056371,Low
2400,Apr,Mazda,Policy Holder,No,No,0.12657735562344213,Low
2401,Sep,Toyota,Policy Holder,No,No,0.1345987847835505,Low
2402,Apr,Pontiac,Policy Holder,No,No,0.6452250934856815,High
2403,Mar,Toyota,Third Party,No,No,0.13059598645907505,Low
2404,Jul,Pontiac,Policy Holder,No,No,0.3221442220274891,Medium
2405,Jul,Toyota,Third Party,Yes,No,0.038147203194116956,Low
2406,May,Chevrolet,Policy Holder,No,No,0.18876797986846142,Low
2407,Apr,Mazda,Policy Holder,No,No,0.13086013197769422,Low
2408,Apr,Toyota,Third Party,No,No,0.04940744596933418,Low
2409,Jul,Toyota,Third Party,No,No,0.030671501047367423,Low
2410,Mar,Honda,Policy Holder,No,No,0.15331830197200072,Low
2411,Mar,Pontiac,Policy Holder,No,No,0.6188444712853177,High
2412,Mar,Toyota,Policy Holder,No,No,0.1668159116408826,Low
2413,Mar,Honda,Policy Holder,No,No,0.7361751358612586,High
2414,Mar,Accura,Policy Holder,No,No,0.25528233922320503,Low
2415,Apr,Pontiac,Third Party,No,No,0.0031644558925444286,Low
2416,Mar,Pontiac,Third Party,No,No,0.043760926787549614,Low
2417,Apr,Toyota,Policy Holder,No,No,0.8026938237976156,High
2418,Apr,Saturn,Policy Holder,No,No,0.8223318968787076,High
2419,Apr,Toyota,Third Party,No,No,0.14969442722772902,Low
2420,Oct,Pontiac,Policy Holder,No,No,0.6323405592671784,High
2421,Mar,Toyota,Policy Holder,No,No,0.26004157400933553,Low
2422,Mar,Pontiac,Third Party,No,No,0.054506073392917756,Low
2423,Mar,Pontiac,Policy Holder,No,No,0.6948903106604069,High
2424,Mar,Pontiac,Policy Holder,No,No,0.7708685740598102,High
2425,Mar,Honda,Third Party,No,No,0.0739315216669343,Low
2426,Mar,Honda,Third Party,No,No,0.03610696586795952,Low
2427,Mar,Ford,Third Party,No,No,0.0012608943942614558,Low
2428,Mar,Mazda,Policy Holder,No,No,0.6066779932778117,High
2429,Jun,Honda,Third Party,No,No,0.04926025824789384,Low
2430,Jun,Dodge,Policy Holder,No,No,0.043050267381815645,Low
2431,Jun,Toyota,Policy Holder,No,No,0.6101483791078148,High
2432,Jul,Pontiac,Policy Holder,No,No,0.03878918108199189,Low
2433,Oct,Toyota,Third Party,No,No,0.07159579585347993,Low
2434,Mar,Chevrolet,Policy Holder,No,No,0.13129556602507955,Low
2435,Nov,Honda,Policy Holder,No,No,0.5025268739384824,Medium
2436,Nov,Toyota,Policy Holder,Yes,No,0.4546871816603747,Medium
2437,Mar,Toyota,Policy Holder,No,No,0.8536638146790227,High
2438,Nov,Mazda,Policy Holder,No,No,0.050277392081951394,Low
2439,Nov,Chevrolet,Policy Holder,No,No,0.06642913665041567,Low
2440,Oct,Chevrolet,Third Party,No,No,0.0020429559070507253,Low
2441,Oct,Chevrolet,Third Party,No,No,0.0028666516129451235,Low
2442,Oct,Honda,Policy Holder,No,No,0.09362998578601162,Low
2443,Jul,Toyota,Policy Holder,No,No,0.6233738156075185,High
2444,Jul,Pontiac,Policy Holder,No,No,0.5820737733253898,Medium
2445,Jun,Mazda,Policy Holder,No,No,0.704706514920128,High
2446,Jun,Toyota,Third Party,No,No,0.02432278680167575,Low
2447,Jun,Honda,Policy Holder,No,No,0.5278250981807268,Medium
2448,Jun,Pontiac,Policy Holder,No,No,0.617653671064794,High
2449,Jun,Toyota,Policy Holder,No,No,0.8585582123293622,High
2450,Jun,Mazda,Policy Holder,No,No,0.15003185174671838,Low
2451,Mar,Honda,Policy Holder,No,No,0.024749433092030437,Low
2452,Mar,Accura,Policy Holder,No,No,0.7348015994990698,High
2453,Mar,Chevrolet,Policy Holder,No,No,0.1497828041521941,Low
2454,Mar,Chevrolet,Third Party,No,No,0.004760196924007249,Low
2455,Mar,Pontiac,Policy Holder,No,No,0.07340869348594073,Low
2456,Mar,Mazda,Policy Holder,No,No,0.01997299653560327,Low
2457,Mar,Toyota,Policy Holder,No,No,0.7709842222524707,High
2458,Mar,Toyota,Policy Holder,No,No,0.26914509838252376,Low
2459,Mar,Honda,Policy Holder,No,No,0.9045446879366844,High
2460,Mar,Mazda,Policy Holder,No,No,0.1433803499659034,Low
2461,Oct,Toyota,Policy Holder,No,No,0.7154184002449975,High
2462,Sep,Toyota,Policy Holder,No,No,0.693408230216224,High
2463,Sep,Toyota,Policy Holder,No,No,0.7634924400785518,High
2464,May,Chevrolet,Third Party,No,No,0.06561689779307264,Low
2465,May,Ford,Policy Holder,No,No,0.17130321528384262,Low
2466,Apr,Mazda,Third Party,No,No,0.057341274381998326,Low
2467,Apr,Toyota,Third Party,No,No,0.0046980911114526645,Low
2468,Apr,Pontiac,Third Party,No,No,0.0030595605770287397,Low
2469,Mar,Toyota,Policy Holder,No,No,0.7837675604809465,High
2470,Mar,Toyota,Policy Holder,No,No,0.8579151603848227,High
2471,Mar,Honda,Policy Holder,No,No,0.10820407596158449,Low
2472,Mar,Mazda,Policy Holder,No,No,0.19773143288220268,Low
2473,Mar,Honda,Policy Holder,No,No,0.1843108139355573,Low
2474,Mar,Pontiac,Third Party,No,No,0.043251507898878196,Low
2475,Mar,Mazda,Policy Holder,No,No,0.17758955643862537,Low
2476,Feb,Pontiac,Policy Holder,No,No,0.17361437960346304,Low
2477,Jan,Pontiac,Policy Holder,No,No,0.07048558392681001,Low
2478,Jun,Mazda,Policy Holder,No,No,0.12063864538140598,Low
2479,May,Chevrolet,Third Party,No,No,0.11928120918532671,Low
2480,Jul,Pontiac,Policy Holder,No,No,0.4433306417004302,Medium
2481,Aug,Chevrolet,Policy Holder,No,No,0.1139133488216963,Low
2482,Apr,Pontiac,Policy Holder,No,No,0.7527615390981257,High
2483,May,Pontiac,Policy Holder,No,No,0.12674248571302466,Low
2484,Jun,Toyota,Policy Holder,No,No,0.8382070911102577,High
2485,Apr,Pontiac,Policy Holder,No,No,0.7785496930463294,High
2486,Aug,Mazda,Third Party,No,No,0.09702516348047857,Low
2487,Sep,Pontiac,Third Party,No,No,0.0951040977046006,Low
2488,Aug,Honda,Policy Holder,No,No,0.7103023851847241,High
2489,Sep,Toyota,Policy Holder,No,No,0.5277800606249125,Medium
2490,Sep,Honda,Policy Holder,No,No,0.05701846195567966,Low
2491,Oct,Chevrolet,Policy Holder,No,No,0.756962332644029,High
2492,Nov,Pontiac,Third Party,No,No,0.0008747744440592094,Low
2493,Dec,Toyota,Third Party,No,No,0.06133142588855139,Low
2494,Dec,Pontiac,Third Party,No,No,0.033972226557131904,Low
2495,May,Pontiac,Policy Holder,No,No,0.17232727136758227,Low
2496,May,Honda,Policy Holder,No,No,0.637439145904555,High
2497,May,Saab,Policy Holder,No,No,0.20738160878796855,Low
2498,Aug,Mazda,Policy Holder,No,No,0.5903763890229123,Medium
2499,Aug,Pontiac,Third Party,No,No,0.05353898486640928,Low
2500,May,Chevrolet,Policy Holder,No,No,0.8815368412362923,High
2501,Apr,Pontiac,Policy Holder,No,No,0.7673254637117339,High
2502,May,Pontiac,Policy Holder,No,No,0.33808429370805687,Medium
2503,Jul,Toyota,Policy Holder,No,No,0.6911536435774547,High
2504,Jun,Honda,Policy Holder,No,No,0.6010054932916673,High
2505,Jun,Honda,Policy Holder,No,No,0.5601038940110796,Medium
2506,Aug,Mazda,Policy Holder,No,No,0.5495607470980637,Medium
2507,Aug,Pontiac,Policy Holder,No,No,0.12404134493416887,Low
2508,Sep,Toyota,Policy Holder,No,No,0.28469989387046934,Low
2509,Sep,Pontiac,Policy Holder,No,No,0.065558580048743,Low
2510,Sep,Toyota,Policy Holder,No,No,0.7679089538697882,High
2511,Oct,Honda,Third Party,No,No,0.0434594302547435,Low
2512,Dec,Pontiac,Policy Holder,No,No,0.7387055390910681,High
2513,Dec,Pontiac,Policy Holder,No,No,0.542696826822901,Medium
2514,Apr,Pontiac,Policy Holder,No,No,0.5992734798245577,Medium
2515,May,Pontiac,Policy Holder,No,No,0.6040880477936565,High
2516,May,Honda,Policy Holder,No,No,0.09567760794300821,Low
2517,May,Toyota,Third Party,No,No,0.002511095408785487,Low
2518,May,Pontiac,Policy Holder,No,No,0.10022956027043461,Low
2519,Jun,Mazda,Policy Holder,No,No,0.09171878234128693,Low
2520,Apr,Accura,Third Party,No,No,0.1308694754103047,Low
2521,Sep,Pontiac,Policy Holder,No,No,0.5948196167515432,Medium
2522,Oct,Honda,Policy Holder,No,No,0.7011531014017315,High
2523,Dec,Toyota,Policy Holder,No,No,0.6564082452174994,High
2524,Aug,Mazda,Policy Holder,No,No,0.07856379701022206,Low
2525,Jan,Toyota,Policy Holder,No,No,0.11706675761449696,Low
2526,Jan,Honda,Policy Holder,No,No,0.12351450533435518,Low
2527,Dec,Chevrolet,Policy Holder,No,No,0.6434415126068764,High
2528,Jan,Toyota,Third Party,No,No,0.04926977562018308,Low
2529,Jan,Honda,Third Party,No,No,0.028780202957957256,Low
2530,Jan,Toyota,Policy Holder,No,No,0.14652309152077794,Low
2531,Feb,Pontiac,Policy Holder,No,No,0.13475884530573196,Low
2532,Mar,Toyota,Policy Holder,No,No,0.7829009380831923,High
2533,Feb,Toyota,Policy Holder,No,No,0.13325665435164696,Low
2534,Feb,Honda,Policy Holder,No,No,0.1123134052213551,Low
2535,Jan,Toyota,Policy Holder,No,No,0.6594259894273229,High
2536,Nov,Honda,Third Party,No,No,0.018653523543421785,Low
2537,Nov,Mazda,Third Party,No,No,0.012954667512272545,Low
2538,Nov,Chevrolet,Third Party,No,No,0.015697691719438574,Low
2539,Feb,Pontiac,Third Party,No,No,0.06733374358445927,Low
2540,Feb,Honda,Third Party,No,No,0.00339886078307276,Low
2541,Mar,Accura,Third Party,No,No,0.06127046722717155,Low
2542,Apr,Honda,Third Party,No,No,0.030171544442997095,Low
2543,Jan,Pontiac,Policy Holder,No,No,0.16065196943646695,Low
2544,Aug,Honda,Policy Holder,No,No,0.5771557163787272,Medium
2545,Jul,Chevrolet,Policy Holder,No,No,0.5138723303288792,Medium
2546,Jul,Saturn,Third Party,No,No,0.09099559986453812,Low
2547,Jun,Toyota,Policy Holder,No,No,0.13427664745136345,Low
2548,May,Pontiac,Policy Holder,No,No,0.6817007976088556,High
2549,Apr,Honda,Policy Holder,No,No,0.15939320282667402,Low
2550,Dec,Mazda,Policy Holder,No,No,0.03768735201516891,Low
2551,May,Honda,Policy Holder,No,No,0.9828949552029541,High
2552,Oct,Mazda,Policy Holder,No,No,0.09812169789872507,Low
2553,Aug,Pontiac,Third Party,Yes,Yes,0.06443229649509442,Low
2554,Aug,Chevrolet,Policy Holder,No,No,0.6086555915005382,High
2555,Jul,Honda,Policy Holder,No,No,0.5940681559731747,Medium
2556,Jul,Mazda,Policy Holder,No,No,0.6396715088892007,High
2557,Jul,Mazda,Third Party,No,No,0.027463565820220838,Low
2558,Jul,Chevrolet,Policy Holder,No,No,0.5289591624656328,Medium
2559,May,Honda,Third Party,No,No,0.05365385756249865,Low
2560,May,Toyota,Third Party,No,No,0.03258994608466131,Low
2561,Nov,Honda,Policy Holder,No,No,0.4195995834039618,Medium
2562,Nov,Pontiac,Policy Holder,No,No,0.05568229982557999,Low
2563,Nov,Mazda,Policy Holder,Yes,No,0.3657464367278507,Medium
2564,Sep,Honda,Policy Holder,No,No,0.6427365132730847,High
2565,Aug,Mercury,Policy Holder,No,No,0.2039191293447679,Low
2566,Aug,Pontiac,Third Party,No,No,0.04554750195582275,Low
2567,Jul,Mercury,Policy Holder,No,No,0.6544908596940314,High
2568,Jul,Mazda,Policy Holder,No,No,0.029924853481506,Low
2569,Dec,Honda,Policy Holder,No,No,0.07679361738247645,Low
2570,Nov,Toyota,Policy Holder,No,No,0.4491349201749212,Medium
2571,Nov,Mazda,Third Party,No,No,0.0017170194913023378,Low
2572,Nov,Mercury,Policy Holder,No,No,0.5583685911807899,Medium
2573,Nov,Pontiac,Third Party,No,No,0.013735726866027267,Low
2574,Sep,Chevrolet,Policy Holder,No,No,0.6923713882121233,High
2575,Aug,Pontiac,Third Party,No,No,0.019678045948859847,Low
2576,Aug,Chevrolet,Policy Holder,No,No,0.7893399597103937,High
2577,Nov,Honda,Policy Holder,No,No,0.04695256788813483,Low
2578,Nov,Toyota,Policy Holder,No,No,0.5820219146251134,Medium
2579,Nov,Mazda,Policy Holder,No,No,0.05437234169084895,Low
2580,Apr,Chevrolet,Third Party,No,No,0.0534903391911689,Low
2581,Apr,Honda,Third Party,No,No,0.040819110548973477,Low
2582,Apr,Pontiac,Third Party,No,No,0.055240021669353274,Low
2583,Apr,Toyota,Policy Holder,No,No,0.756179005338743,High
2584,May,Pontiac,Policy Holder,No,No,0.1351203637719308,Low
2585,May,Toyota,Third Party,No,No,0.09444736704023872,Low
2586,Apr,Ford,Policy Holder,No,No,0.6513621498684683,High
2587,May,Mazda,Third Party,No,No,0.0035815278803388757,Low
2588,Jun,Mazda,Policy Holder,No,No,0.08045769016744823,Low
2589,Apr,Toyota,Third Party,No,No,0.050067688629182976,Low
2590,Apr,Pontiac,Policy Holder,No,No,0.7937962549389465,High
2591,Jun,Toyota,Third Party,No,No,0.08296777551807613,Low
2592,Jun,Pontiac,Policy Holder,No,No,0.7236781237508889,High
2593,Jun,Honda,Policy Holder,No,No,0.5245319050312959,Medium
2594,Jul,Pontiac,Policy Holder,No,No,0.5524280441599273,Medium
2595,Jul,Toyota,Third Party,No,No,0.1465522982655818,Low
2596,Jul,Pontiac,Policy Holder,No,No,0.36531266878304386,Medium
2597,Jul,Honda,Policy Holder,No,No,0.7298607004336886,High
2598,Aug,Toyota,Policy Holder,No,No,0.554782238206947,Medium
2599,Aug,Pontiac,Policy Holder,No,No,0.11097880717207646,Low
2600,Aug,Saab,Policy Holder,No,No,0.803828905680273,High
2601,Aug,VW,Policy Holder,No,No,0.31359888703855554,Medium
2602,Sep,Pontiac,Policy Holder,No,No,0.6582605011481226,High
2603,Sep,Pontiac,Policy Holder,No,No,0.08824246755806928,Low
2604,Oct,Mazda,Policy Holder,No,No,0.07446487622317734,Low
2605,Oct,Toyota,Third Party,No,No,0.03524282011714874,Low
2606,Oct,Pontiac,Policy Holder,No,No,0.088155959087513,Low
2607,Nov,Mazda,Policy Holder,No,No,0.4173876169884319,Medium
2608,Nov,Chevrolet,Policy Holder,No,No,0.013091118230320276,Low
2609,Nov,Toyota,Policy Holder,No,No,0.06736133434208644,Low
2610,Dec,Toyota,Third Party,No,No,0.0022020618535307343,Low
2611,Dec,Chevrolet,Third Party,No,No,0.04310903398242448,Low
2612,Mar,Mazda,Policy Holder,No,No,0.09011269436189077,Low
2613,Apr,Chevrolet,Policy Holder,No,No,0.6104438100576131,High
2614,Apr,Honda,Policy Holder,No,No,0.07944857747079898,Low
2615,Apr,VW,Policy Holder,No,No,0.032932951821017,Low
2616,Apr,Mazda,Policy Holder,No,No,0.018492270271095262,Low
2617,May,Toyota,Policy Holder,No,No,0.13900930005115442,Low
2618,Apr,Toyota,Third Party,No,No,0.10842250711733498,Low
2619,May,Honda,Policy Holder,No,No,0.09631123526467224,Low
2620,May,Honda,Third Party,No,No,0.06809611476645049,Low
2621,Jun,Honda,Third Party,No,No,0.12246154891511377,Low
2622,Jul,Honda,Policy Holder,No,No,0.048176766626514864,Low
2623,Jul,BMW,Third Party,No,No,0.056777500931535343,Low
2624,Jul,Mazda,Policy Holder,No,No,0.5664283028407057,Medium
2625,Jul,Pontiac,Policy Holder,No,No,0.09742813572608189,Low
2626,Jul,Accura,Third Party,No,No,0.035957387693211454,Low
2627,Aug,Toyota,Policy Holder,No,No,0.1832691488276471,Low
2628,Apr,Toyota,Policy Holder,No,No,0.7564377840065276,High
2629,Aug,Pontiac,Third Party,Yes,No,0.057920149319286324,Low
2630,Nov,Pontiac,Third Party,No,No,0.0009084249102757938,Low
2631,Nov,Honda,Policy Holder,No,No,0.09541792655612644,Low
2632,Apr,Pontiac,Third Party,No,No,0.045210727764663554,Low
2633,Sep,Pontiac,Policy Holder,No,No,0.5882025881033269,Medium
2634,Aug,Honda,Policy Holder,No,No,0.6850853368056244,High
2635,Aug,Toyota,Policy Holder,No,No,0.7773607468952155,High
2636,Aug,Toyota,Policy Holder,No,No,0.6051317057600675,High
2637,Apr,Toyota,Third Party,No,No,0.08967581097509475,Low
2638,Jul,Honda,Policy Holder,No,No,0.5206145107854602,Medium
2639,Jul,Pontiac,Third Party,No,No,0.04157890235997859,Low
2640,Jul,Toyota,Policy Holder,No,No,0.690573043045638,High
2641,Jul,Pontiac,Policy Holder,No,No,0.06671125700915136,Low
2642,Apr,Honda,Policy Holder,No,No,0.7854231353885368,High
2643,Jun,Pontiac,Policy Holder,No,No,0.1058762430114827,Low
2644,May,Pontiac,Policy Holder,No,No,0.7190446785387824,High
2645,May,Mazda,Third Party,No,No,0.04885237641801027,Low
2646,Apr,Pontiac,Policy Holder,No,No,0.8044845670180698,High
2647,May,Pontiac,Policy Holder,No,No,0.42267675148345796,Medium
2648,Apr,Mazda,Policy Holder,No,No,0.6633161558725997,High
2649,Apr,Mazda,Third Party,No,No,0.02515221306711818,Low
2650,Apr,Toyota,Policy Holder,No,No,0.12347502024582387,Low
2651,Apr,Pontiac,Policy Holder,No,No,0.5394280221095215,Medium
2652,Mar,Pontiac,Policy Holder,Yes,No,0.13757711396483852,Low
2653,Mar,Toyota,Third Party,No,No,0.15664143426777957,Low
2654,Dec,Honda,Policy Holder,No,No,0.0877447217273032,Low
2655,Dec,Accura,Policy Holder,No,No,0.11128940549675878,Low
2656,Dec,Pontiac,Policy Holder,No,No,0.7541452375950612,High
2657,Nov,Honda,Third Party,No,No,0.0017020411942268866,Low
2658,Nov,Toyota,Policy Holder,No,No,0.05515702663124148,Low
2659,Nov,VW,Policy Holder,No,No,0.25051108802710076,Low
2660,Nov,Honda,Third Party,No,No,0.00967472814170428,Low
2661,Nov,Pontiac,Third Party,No,No,0.021254189324690063,Low
2662,Nov,Toyota,Third Party,No,No,0.019956783814483223,Low
2663,Oct,Pontiac,Policy Holder,No,No,0.7528596765051966,High
2664,Oct,Toyota,Policy Holder,No,No,0.13389371125613211,Low
2665,Oct,Pontiac,Policy Holder,No,No,0.644359780910316,High
2666,Oct,Honda,Third Party,No,No,0.07156809447369666,Low
2667,Oct,Mazda,Policy Holder,No,No,0.6647644702906175,High
2668,Sep,Pontiac,Third Party,No,No,0.017883368327147018,Low
2669,Sep,Pontiac,Policy Holder,No,No,0.46006686532293206,Medium
2670,Sep,Honda,Policy Holder,No,No,0.6301904963195176,High
2671,Sep,Toyota,Policy Holder,No,No,0.7226800398181771,High
2672,Sep,Toyota,Third Party,No,No,0.0040831457190384545,Low
2673,Sep,Pontiac,Policy Holder,No,No,0.5146439553349806,Medium
2674,Aug,Mazda,Policy Holder,No,No,0.6179570897513064,High
2675,Aug,Toyota,Policy Holder,No,No,0.08980097875816066,Low
2676,Aug,Pontiac,Policy Holder,No,No,0.17053501259575682,Low
2677,Aug,Pontiac,Policy Holder,No,No,0.8280827537345761,High
2678,Apr,Ford,Policy Holder,No,No,0.8125002932629299,High
2679,Jul,Pontiac,Policy Holder,No,No,0.659288001131436,High
2680,Jul,Pontiac,Policy Holder,No,No,0.3443960597427687,Medium
2681,Jul,Saab,Policy Holder,No,No,0.7282391852307974,High
2682,Jul,Toyota,Policy Holder,No,No,0.6924315860955309,High
2683,Jul,Mazda,Third Party,No,No,0.06636581927472208,Low
2684,Jul,Pontiac,Policy Holder,No,No,0.5846669045456216,Medium
2685,Apr,Mazda,Third Party,No,No,0.12952734524603485,Low
2686,Jun,Pontiac,Policy Holder,No,No,0.8142578324278672,High
2687,Jun,Pontiac,Policy Holder,No,No,0.6960111882587016,High
2688,Jun,Pontiac,Policy Holder,No,No,0.7159117407519806,High
2689,Jun,Toyota,Policy Holder,No,No,0.15721583541507336,Low
2690,Jun,Honda,Third Party,No,No,0.030596983751471418,Low
2691,Apr,Honda,Third Party,No,No,0.043740090425567014,Low
2692,Jun,Toyota,Third Party,No,No,0.03851769956933378,Low
2693,Jun,Accura,Policy Holder,No,No,0.7021785436286218,High
2694,May,Pontiac,Policy Holder,No,No,0.1943947150005304,Low
2695,May,Pontiac,Third Party,No,No,0.002974098493606652,Low
2696,May,Honda,Policy Holder,No,No,0.15721918484351702,Low
2697,May,Pontiac,Policy Holder,No,No,0.14271119624676143,Low
2698,May,Toyota,Policy Holder,No,No,0.1301197627380574,Low
2699,Apr,Mazda,Third Party,No,No,0.13251164152381772,Low
2700,Apr,Toyota,Policy Holder,No,No,0.8170039871562693,High
2701,Apr,Chevrolet,Third Party,No,No,0.0008705163966014715,Low
2702,Apr,Honda,Policy Holder,No,No,0.6821221566758958,High
2703,Dec,Toyota,Policy Holder,No,No,0.7029019821775596,High
2704,Sep,Toyota,Policy Holder,No,No,0.8813816224851011,High
2705,Sep,VW,Policy Holder,No,No,0.19843016026483748,Low
2706,Nov,Honda,Third Party,No,No,0.05996422546208707,Low
2707,Nov,Chevrolet,Policy Holder,No,No,0.04162616624502698,Low
2708,Apr,Pontiac,Policy Holder,No,No,0.6224559263440421,High
2709,Aug,Pontiac,Policy Holder,No,No,0.5058255366547472,Medium
2710,Sep,Honda,Policy Holder,No,No,0.6828101032082686,High
2711,Sep,Chevrolet,Third Party,No,No,0.08455355919391536,Low
2712,Oct,Pontiac,Third Party,No,No,0.04578578452909045,Low
2713,Oct,Mazda,Policy Holder,No,No,0.44641166158599976,Medium
2714,Dec,Chevrolet,Third Party,No,No,0.0016158343050236461,Low
2715,Dec,VW,Policy Holder,No,No,0.2601497759436057,Low
2716,Jan,Toyota,Third Party,No,No,0.0024884535465376214,Low
2717,Oct,Pontiac,Policy Holder,No,No,0.6053776455201375,High
2718,Jan,Toyota,Policy Holder,No,No,0.6499164047346188,High
2719,Feb,Honda,Policy Holder,No,No,0.1713223826685756,Low
2720,Jan,Toyota,Policy Holder,No,No,0.1252734042982865,Low
2721,Feb,Mazda,Third Party,No,No,0.04695735029153407,Low
2722,Feb,Dodge,Policy Holder,No,No,0.6682550053167701,High
2723,Dec,Mazda,Policy Holder,No,No,0.37844971570362573,Medium
2724,Jun,Saab,Policy Holder,No,No,0.22475074205803364,Low
2725,Jun,Ford,Policy Holder,No,No,0.04145209511509828,Low
2726,Mar,Honda,Policy Holder,No,No,0.7442767519538459,High
2727,Mar,Pontiac,Policy Holder,No,No,0.7049134814358209,High
2728,Apr,Honda,Policy Holder,No,No,0.5770710679050198,Medium
2729,Mar,Honda,Third Party,No,No,0.2149189601983484,Low
2730,Apr,Mercury,Policy Holder,No,No,0.8002103472257972,High
2731,Apr,Honda,Policy Holder,No,No,0.7836938087060576,High
2732,Apr,Pontiac,Policy Holder,No,No,0.7895990748962313,High
2733,Apr,Honda,Policy Holder,No,No,0.0982136755360812,Low
2734,Mar,Mazda,Third Party,No,No,0.12719248536043334,Low
2735,Mar,Mazda,Policy Holder,No,No,0.2134643765614369,Low
2736,Jun,Toyota,Policy Holder,No,No,0.7633188184341388,High
2737,Apr,Pontiac,Third Party,Yes,Yes,0.06252630028167931,Low
2738,Jun,Mazda,Policy Holder,No,No,0.6278645634273267,High
2739,Jun,Ford,Policy Holder,No,No,0.9107926536852423,High
2740,Jul,Accura,Policy Holder,No,No,0.10128164851441589,Low
2741,Jul,Pontiac,Policy Holder,Yes,No,0.037847698258836854,Low
2742,Oct,Toyota,Policy Holder,No,No,0.63054741345293,High
2743,Nov,Toyota,Policy Holder,No,No,0.040614849055521166,Low
2744,Nov,Pontiac,Policy Holder,No,No,0.40283227422433615,Medium
2745,Oct,Mazda,Policy Holder,No,No,0.4286386298547154,Medium
2746,Jul,Toyota,Third Party,No,No,0.02480403927768349,Low
2747,Jul,Honda,Policy Holder,No,No,0.6143256050187349,High
2748,Jun,Toyota,Policy Holder,No,No,0.7648528157370978,High
2749,Mar,Mazda,Third Party,Yes,Yes,0.0004933558512772165,Low
2750,Mar,Toyota,Policy Holder,No,No,0.882513241152182,High
2751,Apr,Honda,Policy Holder,No,No,0.09529610068228546,Low
2752,Mar,Toyota,Third Party,No,No,0.0773497070286683,Low
2753,Sep,Toyota,Third Party,No,No,0.05749234739561899,Low
2754,Oct,Honda,Third Party,No,No,0.0027779738984472155,Low
2755,May,Pontiac,Policy Holder,No,No,0.8213501520377539,High
2756,May,Toyota,Policy Holder,No,No,0.7954070038700118,High
2757,Apr,Chevrolet,Policy Holder,No,No,0.6240753008729896,High
2758,Apr,Toyota,Policy Holder,No,No,0.8276634870683651,High
2759,Mar,Toyota,Policy Holder,No,No,0.7238053295737926,High
2760,Nov,Pontiac,Policy Holder,No,No,0.45301934122316223,Medium
2761,Dec,Mazda,Policy Holder,No,No,0.08869788361379415,Low
2762,Jan,Honda,Policy Holder,No,No,0.06709979434022374,Low
2763,Mar,Mazda,Third Party,No,No,0.354742505330315,Medium
2764,Mar,Pontiac,Third Party,No,No,0.05881673241313911,Low
2765,Feb,Honda,Policy Holder,No,No,0.6320993794070476,High
2766,Jan,Ford,Policy Holder,No,No,0.6102134109980135,High
2767,Sep,Toyota,Policy Holder,No,No,0.755838498150385,High
2768,Aug,Honda,Policy Holder,No,No,0.5484459556910417,Medium
2769,Aug,Mazda,Policy Holder,No,No,0.5263272851794525,Medium
2770,Nov,Honda,Policy Holder,No,No,0.506971007136113,Medium
2771,Dec,Mazda,Policy Holder,No,No,0.876458064712152,High
2772,May,Mazda,Third Party,No,No,0.07946600201281324,Low
2773,Jun,Honda,Policy Holder,No,No,0.07566333950476305,Low
2774,Jul,Pontiac,Policy Holder,No,No,0.061147175251461,Low
2775,Aug,Toyota,Third Party,No,No,0.03975562841089424,Low
2776,Aug,Toyota,Third Party,No,No,0.0426741168205704,Low
2777,Sep,Mazda,Policy Holder,No,No,0.1600842996946139,Low
2778,Oct,Toyota,Policy Holder,No,No,0.06500172666697719,Low
2779,Nov,Pontiac,Policy Holder,No,No,0.49299661416561613,Medium
2780,Nov,Chevrolet,Policy Holder,No,No,0.5308368274121529,Medium
2781,Nov,Pontiac,Policy Holder,No,No,0.04275974684901895,Low
2782,Nov,Pontiac,Policy Holder,No,No,0.039560575516611345,Low
2783,Nov,Honda,Third Party,No,No,0.0018604755104191999,Low
2784,Dec,Chevrolet,Policy Holder,No,No,0.7698676170518095,High
2785,Jun,VW,Policy Holder,No,No,0.5180207736845854,Medium
2786,Aug,Toyota,Policy Holder,No,No,0.669764039840435,High
2787,Aug,Toyota,Policy Holder,No,No,0.13670139646457422,Low
2788,Aug,Pontiac,Third Party,Yes,No,0.04430067623537978,Low
2789,Apr,Saturn,Policy Holder,No,No,0.8228347174519843,High
2790,Apr,Toyota,Policy Holder,No,No,0.7794415886757188,High
2791,Aug,Honda,Policy Holder,No,No,0.862484477637337,High
2792,Sep,Pontiac,Policy Holder,No,No,0.5332088466503891,Medium
2793,Sep,Pontiac,Third Party,No,No,0.06256235097610077,Low
